Total Population,id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over,Male - 5 to 14 years,Male - 15 to 17 years,Male - Under 18 years,Male - 18 to 24 years,Male - 15 to 44 years,Male - 16 years and over,Male - 18 years and over,Male - 21 years and over,Male - 60 years and over,Male - 62 years and over,Male - 65 years and over,Male - 75 years and over,Female - Male - 5 to 14 years,Female - Male - 15 to 17 years,Female - Male - Under 18 years,Female - Male - 18 to 24 years,Female - Male - 15 to 44 years,Female - Male - 16 years and over,Female - Male - 18 years and over,Female - Male - 21 years and over,Female - Male - 60 years and over,Female - Male - 62 years and over,Female - Male - 65 years and over,Female - Male - 75 years and over
62607,0500000US34033,"Salem County, New Jersey",8167,2358,13607,4575,22049,50712,49000,47495,16661,14388,11735,4976,4577,1234,7444,2409,11291,24403,23375,22512,7820,6450,5380,2064,3590,1124,6163,2166,10758,26309,25625,24983,8841,7938,6355,2912
331164,0500000US34035,"Somerset County, New Jersey",41910,13717,72516,27336,122102,266674,258648,246825,76048,66837,51619,23081,21306,7160,37261,14829,60879,128764,124675,117964,34182,29661,22209,9214,20604,6557,35255,12507,61223,137910,133973,128861,41866,37176,29410,13867
2278906,0500000US36081,"Queens County, New York",246200,71143,458368,173996,924719,1869987,1820538,1750152,499303,435146,357630,156055,126119,36515,234957,86444,461310,895281,870620,834484,216004,185857,151243,60388,120081,34628,223411,87552,463409,974706,949918,915668,283299,249289,206387,95667
967612,0500000US36119,"Westchester County, New York",119069,39039,211845,85197,358616,783313,755767,718592,228317,200656,165337,77004,61358,20296,109402,42202,179145,374378,359435,340701,98942,86113,70421,29628,57711,18743,102443,42995,179471,408935,396332,377891,129375,114543,94916,47376
83770,0500000US37109,"Lincoln County, North Carolina",9993,3686,17649,5535,28289,68773,66121,63221,19646,17293,14281,5378,5035,1852,9077,2789,14135,33476,32286,30798,9102,7559,6379,2335,4958,1834,8572,2746,14154,35297,33835,32423,10544,9734,7902,3043
1218452,0500000US42003,"Allegheny County, Pennsylvania",124931,38791,227749,107418,477023,1015769,990703,945318,320662,282762,229919,102570,63966,19529,116071,53375,240002,485645,472588,450315,140250,122379,96901,38698,60965,19262,111678,54043,237021,530124,518115,495003,180412,160383,133018,63872
160647,0500000US45035,"Dorchester County, South Carolina",22726,6926,39214,13902,64901,126542,121433,114225,31436,26993,22439,8290,11924,3706,20360,7279,32275,60465,57991,54169,13891,12016,9944,3386,10802,3220,18854,6623,32626,66077,63442,60056,17545,14977,12495,4904
96493,0500000US48231,"Hunt County, Texas",13021,3807,23048,10341,37082,75537,73445,67725,22077,19461,14784,6028,6716,2148,12056,4787,19175,37222,35828,33548,10462,9231,6715,2621,6305,1659,10992,5554,17907,38315,37617,34177,11615,10230,8069,3407
134313,0500000US51650,"Hampton city, Virginia",14598,4601,27543,16655,56858,109757,106770,99435,28622,24932,20695,8605,7292,2249,13835,8397,28633,52146,50609,47277,12026,9962,8612,3213,7306,2352,13708,8258,28225,57611,56161,52158,16596,14970,12083,5392
92387,0500000US01077,"Lauderdale County, Alabama",9916,3040,17876,10108,34565,76012,74511,69546,24132,22017,18419,8059,5672,2213,10400,4556,17547,36584,35246,32935,10908,10288,8073,3286,4244,827,7476,5552,17018,39428,39265,36611,13224,11729,10346,4773
266784,0500000US09011,"New London County, Connecticut",29422,9559,51733,25541,99689,221413,215051,204989,68253,59891,48314,20963,15224,4781,26266,14105,53090,110630,107319,101812,32650,28016,22128,8770,14198,4778,25467,11436,46599,110783,107732,103177,35603,31875,26186,12193
195348,0500000US17167,"Sangamon County, Illinois",24631,7851,43207,16147,72506,157686,152141,145882,48685,43701,34683,14309,12902,4344,22756,8232,35949,75378,72065,68643,21485,19347,14867,5593,11729,3507,20451,7915,36557,82308,80076,77239,27200,24354,19816,8716
770517,0500000US21111,"Jefferson County, Kentucky",94340,28161,170794,65597,304016,619256,599723,571122,175637,153452,124421,51339,48240,14269,87228,33136,151556,294789,285119,270687,76045,65904,52782,19540,46100,13892,83566,32461,152460,324467,314604,300435,99592,87548,71639,31799
92368,0500000US21151,"Madison County, Kentucky",10561,2996,18481,16286,42241,75534,73887,66852,17701,15599,12719,4969,5471,1556,9337,7820,21014,36627,35884,32513,8220,6763,5656,2033,5090,1440,9144,8466,21227,38907,38003,34339,9481,8836,7063,2936
127185,0500000US22015,"Bossier Parish, Louisiana",18673,4833,31590,12217,53959,99147,95595,90672,24787,22222,17634,7036,9672,2015,15688,6611,27162,47893,46447,44000,11140,9622,7762,2829,9001,2818,15902,5606,26797,51254,49148,46672,13647,12600,9872,4207
92003,0500000US24009,"Calvert County, Maryland",12373,4299,21300,7090,33355,73713,70703,68542,19606,17160,13475,5128,6751,2319,11624,3477,16963,35949,34597,33231,9219,8054,6230,2222,5622,1980,9676,3613,16392,37764,36106,35311,10387,9106,7245,2906
134487,0500000US26025,"Calhoun County, Michigan",17812,4816,30702,11555,48519,106995,103785,97512,33975,28945,24047,10515,8846,2721,16253,5495,24138,51891,49873,47130,15694,13340,10873,4303,8966,2095,14449,6060,24381,55104,53912,50382,18281,15605,13174,6212
621354,0500000US34025,"Monmouth County, New Jersey",75074,25755,131726,51557,216086,507630,489628,468674,155312,135313,109200,46476,38215,13203,67419,25761,108591,243997,235224,223698,71017,60481,47681,18244,36859,12552,64307,25796,107495,263633,254404,244976,84295,74832,61519,28232
1093901,0500000US37119,"Mecklenburg County, North Carolina",142876,42147,257714,99275,487847,863355,836187,795715,179491,155387,122591,46451,72183,21202,130801,48292,238101,408966,395621,375920,78588,67183,51462,17632,70693,20945,126913,50983,249746,454389,440566,419795,100903,88204,71129,28819
94031,0500000US39055,"Geauga County, Ohio",11985,4322,21318,8068,30120,75700,72713,69158,26680,23307,19507,8414,6072,2213,10816,4579,15600,37291,35908,33732,12636,10961,8956,3526,5913,2109,10502,3489,14520,38409,36805,35426,14044,12346,10551,4888
86183,0500000US39119,"Muskingum County, Ohio",10897,3521,19683,7177,31069,69228,66500,63189,21919,18550,15189,6522,5459,1998,10009,3671,15840,33868,32134,30613,9924,8289,6622,2616,5438,1523,9674,3506,15229,35360,34366,32576,11995,10261,8567,3906
127335,0500000US41043,"Linn County, Oregon",15447,5036,27940,10262,47779,102520,99395,94786,32079,29575,24586,9953,7829,2651,14429,5071,23596,49580,48232,45457,15233,14046,11509,4492,7618,2385,13511,5191,24183,52940,51163,49329,16846,15529,13077,5461
628195,0500000US42017,"Bucks County, Pennsylvania",72646,24832,128214,50326,218393,516676,499981,479713,162101,144104,117060,50363,37090,12512,65392,25910,110365,251213,242732,231759,74747,65340,52310,20638,35556,12320,62822,24416,108028,265463,257249,247954,87354,78764,64750,29725
304807,0500000US42095,"Northampton County, Pennsylvania",34988,11605,60924,31187,112541,251462,243883,228353,76871,69254,57663,25957,18324,5952,31524,16757,57562,122375,118451,109283,34357,30408,24988,10329,16664,5653,29400,14430,54979,129087,125432,119070,42514,38846,32675,15628
86934,0500000US45075,"Orangeburg County, South Carolina",10901,3204,18752,8839,32234,69585,68182,62444,22804,20137,16866,6803,5724,1428,9419,4261,15651,32452,31544,29017,9851,8701,7167,2676,5177,1776,9333,4578,16583,37133,36638,33427,12953,11436,9699,4127
1986049,0500000US48029,"Bexar County, Texas",282236,83916,508269,205618,874420,1534680,1477780,1387422,340969,297466,240452,96350,143627,42422,258385,106882,445461,751521,722215,675150,149525,131188,104296,38561,138609,41494,249884,98736,428959,783159,755565,712272,191444,166278,136156,57789
148373,0500000US48091,"Comal County, Texas",18860,6145,33673,11808,53480,119542,114700,108914,38636,33415,26442,9671,9705,3290,17464,5901,27516,59244,56318,53219,18127,15008,12419,4648,9155,2855,16209,5907,25964,60298,58382,55695,20509,18407,14023,5023
83572,0500000US48361,"Orange County, Texas",10679,3816,20803,7340,31675,65739,62769,59994,19473,16703,13333,5715,5489,2246,10958,4087,16585,32183,30562,29358,8965,7366,5953,2401,5190,1570,9845,3253,15090,33556,32207,30636,10508,9337,7380,3314
68305,0500000US48497,"Wise County, Texas",9454,3007,16842,6062,25353,53681,51463,47743,14871,13314,10070,3894,4729,1693,8523,2991,12332,N,25602,23678,7606,6623,4925,1824,4725,1314,8319,3071,13021,N,25861,24065,7265,6691,5145,2070
76737,0500000US53009,"Clallam County, Washington",7639,2106,13075,4855,22817,65156,63662,61222,28540,26223,22161,9263,3817,1139,6890,2888,12307,32389,31500,30171,13031,11849,10281,4301,3822,967,6185,1967,10510,32767,32162,31051,15509,14374,11880,4962
170480,0500000US72021,"Bayamón Municipio, Puerto Rico",16963,6018,29655,16151,65375,145301,140825,133348,47765,43714,37518,18986,8719,3024,15203,8580,32964,67346,65008,61345,19353,17808,15325,7488,8244,2994,14452,7571,32411,77955,75817,72003,28412,25906,22193,11498
74623,0500000US72137,"Toa Baja Municipio, Puerto Rico",8157,2868,14009,7148,29493,62985,60614,57359,19142,17405,14723,6531,4098,1414,7056,3597,14323,28882,27800,26082,8212,7273,6262,2743,4059,1454,6953,3551,15170,34103,32814,31277,10930,10132,8461,3788
231993,0500000US04025,"Yavapai County, Arizona",20930,6690,37293,16125,61880,198754,194700,185876,95141,87115,73656,29825,10948,2981,19260,8416,31235,95899,93751,89327,44962,41391,34951,14069,9982,3709,18033,7709,30645,102855,100949,96549,50179,45724,38705,15756
145331,0500000US13097,"Douglas County, Georgia",21469,7103,37435,14015,59595,112848,107896,100338,25119,21693,17286,6140,11095,3731,18861,7756,28890,52769,50525,45532,11736,9879,7775,2685,10374,3372,18574,6259,30705,60079,57371,54806,13383,11814,9511,3455
927781,0500000US13135,"Gwinnett County, Georgia",142474,45233,248878,84403,386024,710142,678903,638868,143352,120768,93705,33140,72087,22944,126103,43000,190705,342793,326204,306974,64447,54687,40753,14024,70387,22289,122775,41403,195319,367349,352699,331894,78905,66081,52952,19116
72133,0500000US15007,"Kauai County, Hawaii",8554,2621,15680,4693,25048,58085,56453,53913,20975,18185,14709,5823,4542,1671,8795,2381,12779,28832,27688,26182,9761,8296,6835,2325,4012,950,6885,2312,12269,29253,28765,27731,11214,9889,7874,3498
223499,0500000US16027,"Canyon County, Idaho",35595,10792,62419,21430,90154,168155,161080,150860,43574,39335,31930,12808,18011,5692,31815,11246,46084,82343,78984,73607,19865,18602,14426,5519,17584,5100,30604,10184,44070,85812,82096,77253,23709,20733,17504,7289
117360,0500000US18019,"Clark County, Indiana",15401,4218,26544,8515,46251,93457,90816,86908,26825,22881,18361,6927,7660,2098,13461,4281,22842,44592,43378,40991,11848,10002,7717,2709,7741,2120,13083,4234,23409,48865,47438,45917,14977,12879,10644,4218
132408,0500000US19013,"Black Hawk County, Iowa",15922,4618,28788,19463,57157,106931,103620,93332,29365,26658,21218,9187,8359,2564,14714,9416,28720,52324,50417,46231,13468,11861,9576,3808,7563,2054,14074,10047,28437,54607,53203,47101,15897,14797,11642,5379
131533,0500000US21015,"Boone County, Kentucky",18393,6227,33654,10673,52367,101655,97879,92792,24630,21440,17363,6585,10200,3520,18311,5448,26184,49546,47629,45123,11291,10013,7821,2733,8193,2707,15343,5225,26183,52109,50250,47669,13339,11427,9542,3852
434051,0500000US22051,"Jefferson Parish, Louisiana",52039,14930,95532,32422,164433,348359,338519,324846,104642,90999,74241,30573,26241,7548,48334,16631,81540,166955,161637,154459,45265,39915,32262,12194,25798,7382,47198,15791,82893,181404,176882,170387,59377,51084,41979,18379
206229,0500000US23031,"York County, Maine",22142,6799,38788,14578,69493,171367,167441,161590,59689,52062,42314,17169,11503,3542,20189,7420,34781,82345,79974,77256,26684,22774,18644,6963,10639,3257,18599,7158,34712,89022,87467,84334,33005,29288,23670,10206
323196,0500000US24027,"Howard County, Maryland",45105,14355,78570,25686,124733,253875,244626,234870,63880,56714,44739,16684,23138,7237,40185,13380,61526,121855,117406,112028,29028,25626,19882,6809,21967,7118,38385,12306,63207,132020,127220,122842,34852,31088,24857,9875
1052567,0500000US24031,"Montgomery County, Maryland",136663,41597,244087,82237,402659,835782,808480,774268,229016,202674,163645,70714,70254,20943,124627,42017,199551,398289,384753,366718,102506,89200,70804,28260,66409,20654,119460,40220,203108,437493,423727,407550,126510,113474,92841,42454
1259428,0500000US27053,"Hennepin County, Minnesota",152025,43053,276542,107152,536465,1011141,982886,938521,251746,220811,176860,73165,76955,21885,140502,53577,272017,497258,482818,459915,113667,98630,77830,29426,75070,21168,136040,53575,264448,513883,500068,478606,138079,122181,99030,43739
68461,0500000US28067,"Jones County, Mississippi",9067,3011,17031,5453,26714,53798,51430,48425,17432,14927,11875,4722,4555,1341,8021,2887,12842,N,24841,23049,7827,6288,5395,1818,4512,1670,9010,2566,13872,N,26589,25376,9605,8639,6480,2904
302838,0500000US29510,"St. Louis city, Missouri",30577,8076,57502,27453,136475,251015,245336,236381,63541,54271,41739,16533,15544,3954,29155,13455,67029,120628,117767,113770,28763,24032,17629,6051,15033,4122,28347,13998,69446,130387,127569,122611,34778,30239,24110,10482
799767,0500000US34013,"Essex County, New Jersey",105531,30893,188978,70473,323531,630633,610789,580368,156065,138956,108532,46590,53888,15618,96383,35434,159314,298563,288582,273081,66930,59649,44356,17021,51643,15275,92595,35039,164217,332070,322207,307287,89135,79307,64176,29569
369811,0500000US34021,"Mercer County, New Jersey",43733,14034,78695,42080,149221,300103,291116,274364,79032,68076,56001,23386,22414,6806,39943,20790,74807,145355,140654,133966,35254,29479,23863,8960,21319,7228,38752,21290,74414,154748,150462,140398,43778,38597,32138,14426
64265,0500000US36113,"Warren County, New York",6161,2250,11357,4618,21265,54356,52908,50870,20637,18449,14361,5854,3210,1273,5961,2346,11122,26946,25946,24896,9896,8354,6624,2455,2951,977,5396,2272,10143,27410,26962,25974,10741,10095,7737,3399
90064,0500000US36117,"Wayne County, New York",11047,3199,19313,6611,29828,72934,70751,68117,24219,21205,17292,7362,5831,1545,9879,3400,15449,35859,34911,33389,11198,9885,7978,3088,5216,1654,9434,3211,14379,37075,35840,34728,13021,11320,9314,4274
232274,0500000US37129,"New Hanover County, North Carolina",25500,6721,41986,30716,97084,194880,190288,177345,55769,51066,41479,16453,13323,3864,22490,15050,47749,92475,89531,83833,24835,22565,17983,6937,12177,2857,19496,15666,49335,102405,100757,93512,30934,28501,23496,9516
65767,0500000US39081,"Jefferson County, Ohio",6951,2409,12485,6351,22544,54805,53282,51077,19825,18221,14457,6246,3741,1410,6829,2984,11438,26353,25525,24722,8897,8184,6384,2527,3210,999,5656,3367,11106,28452,27757,26355,10928,10037,8073,3719
110683,0500000US42085,"Mercer County, Pennsylvania",12051,3942,21247,10781,38307,92056,89436,84175,32407,28942,23990,10800,6617,1941,11257,5422,20029,44867,43832,41199,14501,12892,10534,4214,5434,2001,9990,5359,18278,47189,45604,42976,17906,16050,13456,6586
73952,0500000US42111,"Somerset County, Pennsylvania",7285,2454,13094,5054,24768,62793,60858,58688,22637,19909,16525,7462,3695,1272,6724,2670,13985,32772,31709,30512,10543,9250,7526,2982,3590,1182,6370,2384,10783,30021,29149,28176,12094,10659,8999,4480
91185,0500000US51800,"Suffolk city, Virginia",12552,3647,22080,7184,34376,72305,69105,66682,19483,16750,13145,5323,6324,2450,11792,3590,17493,34757,32653,31392,9027,7712,5816,2175,6228,1197,10288,3594,16883,37548,36452,35290,10456,9038,7329,3148
2233163,0500000US53033,"King County, Washington",252208,71272,452860,181038,997414,1826241,1780303,1708025,420770,367735,294891,117464,128667,35574,230598,92357,514220,913036,890547,854217,191334,166186,130945,48234,123541,35698,222262,88681,483194,913205,889756,853808,229436,201549,163946,69230
67554,0500000US54033,"Harrison County, West Virginia",7661,2930,14002,5542,24405,55384,53552,50746,19181,16885,13272,5700,4063,1627,7444,2409,11769,26795,25569,24650,8800,7870,5808,2256,3598,1303,6558,3133,12636,28589,27983,26096,10381,9015,7464,3444
850967,0500000US06111,"Ventura County, California",110817,33925,194458,79873,334352,679810,656509,621087,183056,160620,132219,56159,55985,17055,98815,40904,170267,334730,322092,304122,83799,72701,59007,23341,54832,16870,95643,38969,164085,345080,334417,316965,99257,87919,73212,32818
181111,0500000US09005,"Litchfield County, Connecticut",18741,6793,33007,13622,58259,152876,148104,142441,54354,47152,37897,15572,9781,3396,17077,6853,29524,74507,72577,69524,25908,22568,17677,6579,8960,3397,15930,6769,28735,78369,75527,72917,28446,24584,20220,8993
162682,0500000US09007,"Middlesex County, Connecticut",16764,5745,28778,14777,57214,137651,133904,126847,46246,40406,32442,13930,8355,2784,14229,7716,28871,65873,64167,60164,20896,17698,14381,5679,8409,2961,14549,7061,28343,71778,69737,66683,25350,22708,18061,8251
70503,0500000US12023,"Columbia County, Florida",8709,2276,15313,5900,25855,56678,55190,51676,18109,16206,12978,5545,4899,777,7153,3676,14184,28807,28402,26187,8132,7269,5903,2511,3810,1499,8160,2224,11671,27871,26788,25489,9977,8937,7075,3034
67420,0500000US13047,"Catoosa County, Georgia",8240,2548,14028,6624,25480,55076,53392,51474,16359,14491,12069,4996,4432,1564,8524,2475,12374,N,24917,23911,7694,6526,5139,1975,3808,984,5504,4149,13106,N,28475,27563,8665,7965,6930,3021
90594,0500000US13247,"Rockdale County, Georgia",13549,3914,22317,8058,34454,71051,68277,63699,18996,16328,12806,4758,6934,1975,11717,4118,16008,32448,31045,28714,8405,7185,5496,2090,6615,1939,10600,3940,18446,38603,37232,34985,10591,9143,7310,2668
93503,0500000US13297,"Walton County, Georgia",13166,4199,23405,8095,35637,73162,70098,65863,18805,16783,14070,5925,6810,1945,11746,3712,16302,34884,33181,31437,8060,7312,6410,2518,6356,2254,11659,4383,19335,38278,36917,34426,10745,9471,7660,3407
87138,0500000US16005,"Bannock County, Idaho",12594,4409,22544,9031,37535,67606,64594,60496,16930,14558,12344,4984,5808,2371,11133,4828,19103,34468,32386,29995,8522,7184,5908,2203,6786,2038,11411,4203,18432,33138,32208,30501,8408,7374,6436,2781
576031,0500000US24003,"Anne Arundel County, Maryland",71667,20824,127974,49873,229435,461416,448057,429688,121105,106071,84811,34496,36584,10444,65036,27822,118134,226965,220508,209798,55296,48949,37591,14663,35083,10380,62938,22051,111301,234451,227549,219890,65809,57122,47220,19833
182001,0500000US28033,"DeSoto County, Mississippi",26479,8835,46708,15761,73905,141632,135293,127036,34610,29642,22973,9180,13436,4845,24230,7879,35925,67151,63714,59236,15083,13244,10042,3686,13043,3990,22478,7882,37980,74481,71579,67800,19527,16398,12931,5494
120636,0500000US29097,"Jasper County, Missouri",17620,4558,30076,10606,47597,93580,90560,86398,24457,22137,18699,8066,8956,2448,15742,5626,23904,45163,43318,41359,10657,9426,7969,3194,8664,2110,14334,4980,23693,48417,47242,45039,13800,12711,10730,4872
102106,0500000US30029,"Flathead County, Montana",12995,3813,22476,7073,35606,82687,79630,76800,28598,25222,19958,7346,6874,1886,11674,3921,18064,40925,39382,37602,14140,12600,9649,3337,6121,1927,10802,3152,17542,41762,40248,39198,14458,12622,10309,4009
678701,0500000US35001,"Bernalillo County, New Mexico",84709,25520,147370,61949,275043,548549,531331,504386,153101,134441,111216,44531,43465,13157,75621,31908,139341,266590,257629,244090,68628,60215,49066,18335,41244,12363,71749,30041,135702,281959,273702,260296,84473,74226,62150,26196
1432132,0500000US36005,"Bronx County, New York",195031,57254,355049,142692,611238,1115777,1077083,1020096,258173,227713,183165,81194,99397,29009,180348,71622,296096,512251,493603,465527,104335,90723,71944,28615,95634,28245,174701,71070,315142,603526,583480,554569,153838,136990,111221,52579
136744,0500000US37019,"Brunswick County, North Carolina",11100,4267,20910,8460,36282,119042,115834,112305,57841,53529,43663,14281,5871,2036,10592,4395,17761,56362,54728,52132,26759,24783,21125,6618,5229,2231,10318,4065,18521,62680,61106,60173,31082,28746,22538,7663
259103,0500000US37021,"Buncombe County, North Carolina",26315,8364,47576,19919,97995,217209,211527,204227,70645,63828,51821,21452,12622,4298,23828,9710,48762,102568,99947,96248,31477,27692,22596,8615,13693,4066,23748,10209,49233,114641,111580,107979,39168,36136,29225,12837
