location_id,location_county,location_state,location_name,population,density,employment_rate,wealth_rate
0500000US36069,Ontario County,New York,"Ontario County, New York",109864,urban,0.635,0.5880000000000001
0500000US16001,Ada County,Idaho,"Ada County, Idaho",469966,urban,0.659,0.648
0500000US26087,Lapeer County,Michigan,"Lapeer County, Michigan",88028,urban,0.598,0.8130000000000002
0500000US26091,Lenawee County,Michigan,"Lenawee County, Michigan",98266,rural,0.5820000000000001,0.721
0500000US50007,Chittenden County,Vermont,"Chittenden County, Vermont",164572,rural,0.6990000000000001,0.6809999999999999
0500000US48183,Gregg County,Texas,"Gregg County, Texas",123707,rural,0.619,0.602
0500000US26005,Allegan County,Michigan,"Allegan County, Michigan",117327,rural,0.624,0.6150000000000001
0500000US17113,McLean County,Illinois,"McLean County, Illinois",172828,rural,0.638,0.664
0500000US26025,Calhoun County,Michigan,"Calhoun County, Michigan",134487,rural,0.608,0.851
0500000US17099,LaSalle County,Illinois,"LaSalle County, Illinois",109430,rural,0.622,0.555
0500000US37179,Union County,North Carolina,"Union County, North Carolina",235908,urban,0.674,0.415
0500000US48397,Rockwall County,Texas,"Rockwall County, Texas",100657,urban,0.6940000000000001,0.5419999999999999
0500000US37025,Cabarrus County,North Carolina,"Cabarrus County, North Carolina",211342,urban,0.6729999999999999,0.6609999999999999
0500000US37035,Catawba County,North Carolina,"Catawba County, North Carolina",158652,urban,0.638,0.633
0500000US51650,Hampton city,Virginia,"Hampton city, Virginia",134313,urban,0.6409999999999999,0.6970000000000001
0500000US29165,Platte County,Missouri,"Platte County, Missouri",102985,urban,0.7,0.535
0500000US17111,McHenry County,Illinois,"McHenry County, Illinois",308570,urban,0.705,0.44599999999999995
0500000US37191,Wayne County,North Carolina,"Wayne County, North Carolina",123248,rural,0.62,0.705
0500000US36085,Richmond County,New York,"Richmond County, New York",476179,urban,0.585,0.633
0500000US28059,Jackson County,Mississippi,"Jackson County, Mississippi",143277,urban,0.589,0.696
0500000US39089,Licking County,Ohio,"Licking County, Ohio",175769,urban,0.629,0.482
0500000US45085,Sumter County,South Carolina,"Sumter County, South Carolina",106512,rural,0.591,0.57
0500000US18089,Lake County,Indiana,"Lake County, Indiana",484411,urban,0.616,0.559
0500000US36117,Wayne County,New York,"Wayne County, New York",90064,urban,0.635,0.423
0500000US12005,Bay County,Florida,"Bay County, Florida",185287,rural,0.61,0.5730000000000001
0500000US48257,Kaufman County,Texas,"Kaufman County, Texas",128622,urban,0.682,0.4059999999999999
0500000US36011,Cayuga County,New York,"Cayuga County, New York",77145,rural,0.5579999999999999,0.599
0500000US48021,Bastrop County,Texas,"Bastrop County, Texas",86976,urban,0.603,0.7090000000000001
0500000US53063,Spokane County,Washington,"Spokane County, Washington",514631,urban,0.614,0.523
0500000US33005,Cheshire County,New Hampshire,"Cheshire County, New Hampshire",76493,rural,0.649,0.531
0500000US35001,Bernalillo County,New Mexico,"Bernalillo County, New Mexico",678701,urban,0.619,0.526
0500000US36027,Dutchess County,New York,"Dutchess County, New York",293718,urban,0.617,0.436
0500000US38015,Burleigh County,North Dakota,"Burleigh County, North Dakota",95273,rural,0.7090000000000001,0.688
0500000US37109,Lincoln County,North Carolina,"Lincoln County, North Carolina",83770,urban,0.6559999999999999,0.7680000000000001
0500000US55071,Manitowoc County,Wisconsin,"Manitowoc County, Wisconsin",79074,rural,0.619,0.597
0500000US48209,Hays County,Texas,"Hays County, Texas",222631,urban,0.6809999999999999,0.564
0500000US51680,Lynchburg city,Virginia,"Lynchburg city, Virginia",82126,urban,0.569,0.4610000000000001
0500000US13045,Carroll County,Georgia,"Carroll County, Georgia",118121,urban,0.597,0.723
0500000US35013,Doña Ana County,New Mexico,"Doña Ana County, New Mexico",217522,rural,0.5529999999999999,0.722
0500000US48291,Liberty County,Texas,"Liberty County, Texas",86323,urban,0.506,0.517
0500000US37081,Guilford County,North Carolina,"Guilford County, North Carolina",533670,urban,0.629,0.521
0500000US37119,Mecklenburg County,North Carolina,"Mecklenburg County, North Carolina",1093901,urban,0.7090000000000001,0.506
0500000US37171,Surry County,North Carolina,"Surry County, North Carolina",71948,rural,0.552,0.5820000000000001
0500000US51550,Chesapeake city,Virginia,"Chesapeake city, Virginia",242634,urban,0.66,0.4809999999999999
0500000US55101,Racine County,Wisconsin,"Racine County, Wisconsin",196584,rural,0.633,0.544
0500000US48085,Collin County,Texas,"Collin County, Texas",1005146,urban,0.706,0.8009999999999999
0500000US28035,Forrest County,Mississippi,"Forrest County, Mississippi",75036,rural,0.5720000000000001,0.535
0500000US05125,Saline County,Arkansas,"Saline County, Arkansas",121421,urban,0.626,0.533
0500000US39081,Jefferson County,Ohio,"Jefferson County, Ohio",65767,rural,0.516,0.43799999999999994
0500000US34039,Union County,New Jersey,"Union County, New Jersey",558067,urban,0.7020000000000001,0.429
0500000US29051,Cole County,Missouri,"Cole County, Missouri",76796,rural,,0.616
0500000US06087,Santa Cruz County,California,"Santa Cruz County, California",274255,urban,0.637,0.585
0500000US40119,Payne County,Oklahoma,"Payne County, Oklahoma",82040,rural,0.573,0.6139999999999999
0500000US48439,Tarrant County,Texas,"Tarrant County, Texas",2084931,urban,0.6859999999999999,0.48700000000000004
0500000US16055,Kootenai County,Idaho,"Kootenai County, Idaho",161505,rural,0.614,0.47
0500000US39057,Greene County,Ohio,"Greene County, Ohio",167995,urban,0.625,0.681
0500000US21047,Christian County,Kentucky,"Christian County, Kentucky",71671,urban,0.623,0.524
0500000US46103,Pennington County,South Dakota,"Pennington County, South Dakota",111729,rural,0.6559999999999999,0.647
0500000US25023,Plymouth County,Massachusetts,"Plymouth County, Massachusetts",518132,urban,0.6679999999999999,0.5920000000000001
0500000US55097,Portage County,Wisconsin,"Portage County, Wisconsin",70942,rural,0.6509999999999999,0.574
0500000US18057,Hamilton County,Indiana,"Hamilton County, Indiana",330086,urban,0.721,0.5569999999999999
0500000US18127,Porter County,Indiana,"Porter County, Indiana",169594,urban,0.629,0.518
0500000US12101,Pasco County,Florida,"Pasco County, Florida",539630,urban,0.536,0.531
0500000US47179,Washington County,Tennessee,"Washington County, Tennessee",128607,rural,0.5720000000000001,0.585
0500000US39023,Clark County,Ohio,"Clark County, Ohio",134585,rural,0.603,0.48
0500000US39139,Richland County,Ohio,"Richland County, Ohio",121099,rural,0.5429999999999999,0.364
0500000US35005,Chaves County,New Mexico,"Chaves County, New Mexico",64689,rural,0.55,0.7340000000000001
0500000US18019,Clark County,Indiana,"Clark County, Indiana",117360,urban,0.68,0.6689999999999999
0500000US39041,Delaware County,Ohio,"Delaware County, Ohio",204826,urban,0.6920000000000001,0.493
0500000US29097,Jasper County,Missouri,"Jasper County, Missouri",120636,rural,0.635,0.498
0500000US12081,Manatee County,Florida,"Manatee County, Florida",394855,urban,0.546,0.6240000000000001
0500000US48121,Denton County,Texas,"Denton County, Texas",859064,urban,0.727,0.5840000000000001
0500000US55141,Wood County,Wisconsin,"Wood County, Wisconsin",73055,rural,0.623,0.567
0500000US55027,Dodge County,Wisconsin,"Dodge County, Wisconsin",87847,rural,0.669,0.605
0500000US21015,Boone County,Kentucky,"Boone County, Kentucky",131533,urban,0.723,0.6709999999999999
0500000US18039,Elkhart County,Indiana,"Elkhart County, Indiana",205560,rural,0.6779999999999999,0.7530000000000001
0500000US36015,Chemung County,New York,"Chemung County, New York",84254,rural,0.57,0.475
0500000US36109,Tompkins County,New York,"Tompkins County, New York",102793,rural,0.615,0.6789999999999999
0500000US37071,Gaston County,North Carolina,"Gaston County, North Carolina",222846,urban,0.617,0.4059999999999999
0500000US12011,Broward County,Florida,"Broward County, Florida",1951260,urban,0.649,0.7079999999999999
0500000US12015,Charlotte County,Florida,"Charlotte County, Florida",184998,rural,0.402,0.74
0500000US55133,Waukesha County,Wisconsin,"Waukesha County, Wisconsin",403072,urban,0.67,0.49800000000000005
0500000US36093,Schenectady County,New York,"Schenectady County, New York",155350,urban,0.633,0.58
0500000US44005,Newport County,Rhode Island,"Newport County, Rhode Island",82542,urban,0.6509999999999999,0.132
0500000US51760,Richmond city,Virginia,"Richmond city, Virginia",228783,urban,0.6459999999999999,0.557
0500000US41029,Jackson County,Oregon,"Jackson County, Oregon",219564,rural,0.578,0.804
0500000US18011,Boone County,Indiana,"Boone County, Indiana",66999,urban,,0.6480000000000001
0500000US23005,Cumberland County,Maine,"Cumberland County, Maine",293557,urban,0.6990000000000001,0.45299999999999996
0500000US42025,Carbon County,Pennsylvania,"Carbon County, Pennsylvania",64227,urban,0.609,0.495
0500000US40109,Oklahoma County,Oklahoma,"Oklahoma County, Oklahoma",792582,urban,0.6659999999999999,0.515
0500000US29187,St. Francois County,Missouri,"St. Francois County, Missouri",66692,rural,0.517,0.7069999999999999
0500000US18063,Hendricks County,Indiana,"Hendricks County, Indiana",167009,urban,0.696,0.5930000000000001
0500000US26161,Washtenaw County,Michigan,"Washtenaw County, Michigan",370963,urban,0.643,0.58
0500000US37157,Rockingham County,North Carolina,"Rockingham County, North Carolina",90690,urban,0.55,0.504
0500000US37195,Wilson County,North Carolina,"Wilson County, North Carolina",81455,rural,0.627,0.528
0500000US37151,Randolph County,North Carolina,"Randolph County, North Carolina",143351,urban,0.632,0.754
0500000US41053,Polk County,Oregon,"Polk County, Oregon",85234,urban,0.614,0.551
0500000US08123,Weld County,Colorado,"Weld County, Colorado",314305,urban,0.696,0.648
0500000US42077,Lehigh County,Pennsylvania,"Lehigh County, Pennsylvania",368100,urban,0.647,0.521
0500000US49053,Washington County,Utah,"Washington County, Utah",171700,rural,0.537,0.789
0500000US21117,Kenton County,Kentucky,"Kenton County, Kentucky",166051,urban,0.69,0.5469999999999999
0500000US13247,Rockdale County,Georgia,"Rockdale County, Georgia",90594,urban,0.608,0.7880000000000001
0500000US35025,Lea County,New Mexico,"Lea County, New Mexico",69611,rural,0.603,0.507
0500000US12103,Pinellas County,Florida,"Pinellas County, Florida",975280,urban,0.586,0.475
0500000US39029,Columbiana County,Ohio,"Columbiana County, Ohio",102665,rural,0.565,0.469
0500000US48027,Bell County,Texas,"Bell County, Texas",355642,urban,0.654,0.529
0500000US48375,Potter County,Texas,"Potter County, Texas",119648,urban,0.604,0.48200000000000004
0500000US13297,Walton County,Georgia,"Walton County, Georgia",93503,urban,0.615,0.503
0500000US17201,Winnebago County,Illinois,"Winnebago County, Illinois",284081,urban,0.6459999999999999,0.611
0500000US39113,Montgomery County,Ohio,"Montgomery County, Ohio",532331,urban,0.628,0.617
0500000US18167,Vigo County,Indiana,"Vigo County, Indiana",107386,rural,0.612,0.7040000000000001
0500000US37067,Forsyth County,North Carolina,"Forsyth County, North Carolina",379099,urban,0.61,0.523
0500000US26021,Berrien County,Michigan,"Berrien County, Michigan",154141,rural,0.631,0.7519999999999999
0500000US39141,Ross County,Ohio,"Ross County, Ohio",76931,rural,0.498,0.6940000000000001
0500000US55087,Outagamie County,Wisconsin,"Outagamie County, Wisconsin",187365,rural,0.69,0.6119999999999999
0500000US39063,Hancock County,Ohio,"Hancock County, Ohio",75930,rural,0.6890000000000001,0.638
0500000US01003,Baldwin County,Alabama,"Baldwin County, Alabama",218022,rural,0.6,0.5650000000000001
0500000US04015,Mohave County,Arizona,"Mohave County, Arizona",209550,rural,0.45299999999999996,0.519
0500000US26111,Midland County,Michigan,"Midland County, Michigan",83209,rural,0.585,0.5429999999999999
0500000US39085,Lake County,Ohio,"Lake County, Ohio",230514,urban,0.652,0.419
0500000US35031,McKinley County,New Mexico,"McKinley County, New Mexico",72290,rural,0.479,0.489
0500000US41071,Yamhill County,Oregon,"Yamhill County, Oregon",107002,urban,0.601,0.5609999999999999
0500000US12085,Martin County,Florida,"Martin County, Florida",160912,urban,0.473,0.7390000000000001
0500000US33011,Hillsborough County,New Hampshire,"Hillsborough County, New Hampshire",415247,urban,0.7,0.55
0500000US36001,Albany County,New York,"Albany County, New York",307117,urban,0.647,0.584
0500000US01127,Walker County,Alabama,"Walker County, Alabama",63711,urban,0.539,0.7580000000000001
0500000US36007,Broome County,New York,"Broome County, New York",191659,rural,0.584,0.601
0500000US48099,Coryell County,Texas,"Coryell County, Texas",74808,urban,0.535,0.46
0500000US24037,St. Mary's County,Maryland,"St. Mary's County, Maryland",112664,rural,0.6629999999999999,0.463
0500000US04019,Pima County,Arizona,"Pima County, Arizona",1039073,urban,0.5760000000000001,0.473
0500000US55109,St. Croix County,Wisconsin,"St. Croix County, Wisconsin",89694,urban,0.725,0.6090000000000001
0500000US56025,Natrona County,Wyoming,"Natrona County, Wyoming",79115,rural,0.684,0.429
0500000US51800,Suffolk city,Virginia,"Suffolk city, Virginia",91185,urban,0.677,0.449
0500000US56021,Laramie County,Wyoming,"Laramie County, Wyoming",98976,rural,0.638,0.6569999999999999
0500000US19193,Woodbury County,Iowa,"Woodbury County, Iowa",102539,rural,0.685,0.66
0500000US35049,Santa Fe County,New Mexico,"Santa Fe County, New Mexico",150056,rural,0.579,0.53
0500000US47011,Bradley County,Tennessee,"Bradley County, Tennessee",106727,rural,0.619,0.5640000000000002
0500000US36005,Bronx County,New York,"Bronx County, New York",1432132,urban,0.598,0.20800000000000005
0500000US36055,Monroe County,New York,"Monroe County, New York",742474,urban,0.63,0.48900000000000005
0500000US12091,Okaloosa County,Florida,"Okaloosa County, Florida",207269,rural,0.627,0.407
0500000US39109,Miami County,Ohio,"Miami County, Ohio",106222,urban,0.638,0.49
0500000US29037,Cass County,Missouri,"Cass County, Missouri",104954,urban,0.662,0.49800000000000005
0500000US28081,Lee County,Mississippi,"Lee County, Mississippi",85202,rural,0.623,0.7040000000000001
0500000US55055,Jefferson County,Wisconsin,"Jefferson County, Wisconsin",85129,rural,0.703,0.621
0500000US39093,Lorain County,Ohio,"Lorain County, Ohio",309461,urban,0.614,0.5650000000000001
0500000US36089,St. Lawrence County,New York,"St. Lawrence County, New York",108047,rural,0.5379999999999999,0.434
0500000US35035,Otero County,New Mexico,"Otero County, New Mexico",66781,rural,0.505,0.52
0500000US06029,Kern County,California,"Kern County, California",896764,urban,0.578,0.49699999999999994
0500000US06071,San Bernardino County,California,"San Bernardino County, California",2171603,urban,0.617,0.6360000000000001
0500000US17001,Adams County,Illinois,"Adams County, Illinois",65691,rural,0.669,0.5569999999999999
0500000US39045,Fairfield County,Ohio,"Fairfield County, Ohio",155782,urban,0.614,0.7689999999999999
0500000US36083,Rensselaer County,New York,"Rensselaer County, New York",159442,urban,0.63,0.555
0500000US51770,Roanoke city,Virginia,"Roanoke city, Virginia",99920,urban,0.642,0.657
0500000US48181,Grayson County,Texas,"Grayson County, Texas",133991,rural,0.609,0.7299999999999999
0500000US51710,Norfolk city,Virginia,"Norfolk city, Virginia",244076,urban,0.693,0.6309999999999999
0500000US20103,Leavenworth County,Kansas,"Leavenworth County, Kansas",81352,urban,0.605,0.4649999999999999
0500000US55009,Brown County,Wisconsin,"Brown County, Wisconsin",263378,urban,0.679,0.49800000000000005
0500000US51700,Newport News city,Virginia,"Newport News city, Virginia",178626,urban,0.667,0.519
0500000US55063,La Crosse County,Wisconsin,"La Crosse County, Wisconsin",118230,rural,0.6709999999999999,0.47800000000000004
0500000US48329,Midland County,Texas,"Midland County, Texas",172578,rural,0.725,0.549
0500000US55131,Washington County,Wisconsin,"Washington County, Wisconsin",135693,urban,0.685,0.643
0500000US34017,Hudson County,New Jersey,"Hudson County, New Jersey",676061,urban,0.701,0.675
0500000US17037,DeKalb County,Illinois,"DeKalb County, Illinois",104143,urban,0.667,0.757
0500000US12017,Citrus County,Florida,"Citrus County, Florida",147929,rural,0.38299999999999995,0.574
0500000US20161,Riley County,Kansas,"Riley County, Kansas",73703,rural,0.716,0.562
0500000US21059,Daviess County,Kentucky,"Daviess County, Kentucky",101104,rural,0.615,0.105
0500000US39173,Wood County,Ohio,"Wood County, Ohio",130696,urban,0.6829999999999999,0.605
0500000US17093,Kendall County,Illinois,"Kendall County, Illinois",127915,urban,0.7170000000000001,0.613
0500000US35043,Sandoval County,New Mexico,"Sandoval County, New Mexico",145179,urban,0.584,0.41600000000000004
0500000US37045,Cleveland County,North Carolina,"Cleveland County, North Carolina",97645,rural,0.539,0.581
0500000US55035,Eau Claire County,Wisconsin,"Eau Claire County, Wisconsin",104534,rural,0.664,0.6940000000000001
0500000US17119,Madison County,Illinois,"Madison County, Illinois",264461,urban,0.647,0.6669999999999999
0500000US48491,Williamson County,Texas,"Williamson County, Texas",566719,urban,0.6940000000000001,0.742
0500000US39145,Scioto County,Ohio,"Scioto County, Ohio",75502,rural,0.486,0.376
0500000US55117,Sheboygan County,Wisconsin,"Sheboygan County, Wisconsin",115456,rural,0.6559999999999999,0.524
0500000US55139,Winnebago County,Wisconsin,"Winnebago County, Wisconsin",171020,rural,0.652,0.5710000000000001
0500000US12083,Marion County,Florida,"Marion County, Florida",359977,urban,0.46299999999999997,0.537
0500000US13127,Glynn County,Georgia,"Glynn County, Georgia",85219,rural,0.607,0.632
0500000US37129,New Hanover County,North Carolina,"New Hanover County, North Carolina",232274,urban,0.609,0.498
0500000US45079,Richland County,South Carolina,"Richland County, South Carolina",414576,urban,0.6559999999999999,0.48499999999999993
0500000US06017,El Dorado County,California,"El Dorado County, California",190678,urban,0.594,0.532
0500000US17163,St. Clair County,Illinois,"St. Clair County, Illinois",261059,urban,0.636,0.508
0500000US30111,Yellowstone County,Montana,"Yellowstone County, Montana",160137,rural,0.6579999999999999,0.36499999999999994
0500000US22019,Calcasieu Parish,Louisiana,"Calcasieu Parish, Louisiana",203112,rural,0.5920000000000001,0.523
0500000US47141,Putnam County,Tennessee,"Putnam County, Tennessee",78843,rural,0.604,0.757
0500000US48039,Brazoria County,Texas,"Brazoria County, Texas",370200,urban,0.624,0.5249999999999999
0500000US47059,Greene County,Tennessee,"Greene County, Tennessee",69087,rural,0.5379999999999999,0.523
0500000US42129,Westmoreland County,Pennsylvania,"Westmoreland County, Pennsylvania",350611,urban,0.606,0.592
0500000US06067,Sacramento County,California,"Sacramento County, California",1540975,urban,0.631,0.61
0500000US17143,Peoria County,Illinois,"Peoria County, Illinois",180621,urban,0.61,0.52
0500000US27037,Dakota County,Minnesota,"Dakota County, Minnesota",425423,urban,0.7190000000000001,0.7120000000000001
0500000US45031,Darlington County,South Carolina,"Darlington County, South Carolina",66802,rural,0.494,0.511
0500000US12117,Seminole County,Florida,"Seminole County, Florida",467832,urban,0.674,0.523
0500000US13013,Barrow County,Georgia,"Barrow County, Georgia",80809,urban,0.6609999999999999,0.689
0500000US06007,Butte County,California,"Butte County, California",231256,rural,0.574,0.643
0500000US21037,Campbell County,Kentucky,"Campbell County, Kentucky",93152,urban,0.659,0.535
0500000US17199,Williamson County,Illinois,"Williamson County, Illinois",67056,rural,0.589,0.573
0500000US36101,Steuben County,New York,"Steuben County, New York",95796,rural,0.588,0.64
0500000US37063,Durham County,North Carolina,"Durham County, North Carolina",316739,urban,0.6829999999999999,0.514
0500000US37135,Orange County,North Carolina,"Orange County, North Carolina",146027,urban,0.628,0.423
0500000US25015,Hampshire County,Massachusetts,"Hampshire County, Massachusetts",161355,urban,0.625,0.397
0500000US29043,Christian County,Missouri,"Christian County, Missouri",86983,urban,0.625,0.682
0500000US13097,Douglas County,Georgia,"Douglas County, Georgia",145331,urban,0.6579999999999999,0.595
0500000US39003,Allen County,Ohio,"Allen County, Ohio",102663,rural,0.624,0.681
0500000US01081,Lee County,Alabama,"Lee County, Alabama",163941,rural,0.595,0.609
0500000US26145,Saginaw County,Michigan,"Saginaw County, Michigan",190800,rural,0.57,0.725
0500000US42085,Mercer County,Pennsylvania,"Mercer County, Pennsylvania",110683,urban,0.556,0.767
0500000US51061,Fauquier County,Virginia,"Fauquier County, Virginia",70675,urban,0.68,0.45899999999999996
0500000US42125,Washington County,Pennsylvania,"Washington County, Pennsylvania",207346,urban,0.63,0.39299999999999996
0500000US36063,Niagara County,New York,"Niagara County, New York",210433,urban,0.606,0.6839999999999999
0500000US13153,Houston County,Georgia,"Houston County, Georgia",155469,rural,0.66,0.629
0500000US23001,Androscoggin County,Maine,"Androscoggin County, Maine",107679,rural,0.6509999999999999,0.48699999999999993
0500000US21185,Oldham County,Kentucky,"Oldham County, Kentucky",66470,urban,0.636,0.574
0500000US42039,Crawford County,Pennsylvania,"Crawford County, Pennsylvania",85063,rural,0.588,0.5369999999999999
0500000US27003,Anoka County,Minnesota,"Anoka County, Minnesota",353813,urban,0.718,0.6809999999999999
0500000US45075,Orangeburg County,South Carolina,"Orangeburg County, South Carolina",86934,rural,0.54,0.632
0500000US48201,Harris County,Texas,"Harris County, Texas",4698619,urban,0.6729999999999999,0.48800000000000004
0500000US18081,Johnson County,Indiana,"Johnson County, Indiana",156225,urban,0.71,0.601
0500000US39049,Franklin County,Ohio,"Franklin County, Ohio",1310300,urban,0.693,0.576
0500000US05143,Washington County,Arkansas,"Washington County, Arkansas",236961,urban,0.642,0.562
0500000US26049,Genesee County,Michigan,"Genesee County, Michigan",406892,urban,0.593,0.6030000000000001
0500000US33009,Grafton County,New Hampshire,"Grafton County, New Hampshire",89786,rural,0.635,0.571
0500000US39101,Marion County,Ohio,"Marion County, Ohio",65256,rural,0.536,0.512
0500000US30063,Missoula County,Montana,"Missoula County, Montana",118791,rural,0.713,0.609
0500000US36111,Ulster County,New York,"Ulster County, New York",178599,rural,0.614,0.785
0500000US45013,Beaufort County,South Carolina,"Beaufort County, South Carolina",188715,rural,0.546,0.6410000000000001
0500000US34011,Cumberland County,New Jersey,"Cumberland County, New Jersey",150972,rural,0.546,0.474
0500000US25027,Worcester County,Massachusetts,"Worcester County, Massachusetts",830839,urban,0.66,0.44299999999999995
0500000US47187,Williamson County,Tennessee,"Williamson County, Tennessee",231729,urban,0.695,0.603
0500000US04025,Yavapai County,Arizona,"Yavapai County, Arizona",231993,rural,0.47700000000000004,0.43
0500000US41067,Washington County,Oregon,"Washington County, Oregon",597695,urban,0.693,0.621
0500000US26081,Kent County,Michigan,"Kent County, Michigan",653786,urban,0.698,0.512
0500000US29071,Franklin County,Missouri,"Franklin County, Missouri",103670,urban,0.649,0.7310000000000001
0500000US19155,Pottawattamie County,Iowa,"Pottawattamie County, Iowa",93533,urban,0.645,0.55
0500000US36087,Rockland County,New York,"Rockland County, New York",325695,urban,0.629,0.546
0500000US24013,Carroll County,Maryland,"Carroll County, Maryland",168429,urban,0.6659999999999999,0.649
0500000US04027,Yuma County,Arizona,"Yuma County, Arizona",212128,rural,0.527,0.549
0500000US16005,Bannock County,Idaho,"Bannock County, Idaho",87138,rural,0.612,0.606
0500000US05131,Sebastian County,Arkansas,"Sebastian County, Arkansas",127753,urban,0.613,0.551
0500000US06065,Riverside County,California,"Riverside County, California",2450758,urban,0.602,0.355
0500000US01069,Houston County,Alabama,"Houston County, Alabama",104722,rural,0.574,0.5989999999999999
0500000US01121,Talladega County,Alabama,"Talladega County, Alabama",79828,rural,0.535,0.556
0500000US29099,Jefferson County,Missouri,"Jefferson County, Missouri",224347,urban,0.6659999999999999,0.5419999999999999
0500000US55079,Milwaukee County,Wisconsin,"Milwaukee County, Wisconsin",948201,urban,0.649,0.602
0500000US26139,Ottawa County,Michigan,"Ottawa County, Michigan",290494,urban,0.679,0.41400000000000003
