"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C02_001E","S2801_C02_001M","S2801_C01_002E","S2801_C01_002M","S2801_C02_002E","S2801_C02_002M","S2801_C01_003E","S2801_C01_003M","S2801_C02_003E","S2801_C02_003M","S2801_C01_004E","S2801_C01_004M","S2801_C02_004E","S2801_C02_004M","S2801_C01_005E","S2801_C01_005M","S2801_C02_005E","S2801_C02_005M","S2801_C01_006E","S2801_C01_006M","S2801_C02_006E","S2801_C02_006M","S2801_C01_007E","S2801_C01_007M","S2801_C02_007E","S2801_C02_007M","S2801_C01_008E","S2801_C01_008M","S2801_C02_008E","S2801_C02_008M","S2801_C01_009E","S2801_C01_009M","S2801_C02_009E","S2801_C02_009M","S2801_C01_010E","S2801_C01_010M","S2801_C02_010E","S2801_C02_010M","S2801_C01_011E","S2801_C01_011M","S2801_C02_011E","S2801_C02_011M","S2801_C01_012E","S2801_C01_012M","S2801_C02_012E","S2801_C02_012M","S2801_C01_013E","S2801_C01_013M","S2801_C02_013E","S2801_C02_013M","S2801_C01_014E","S2801_C01_014M","S2801_C02_014E","S2801_C02_014M","S2801_C01_015E","S2801_C01_015M","S2801_C02_015E","S2801_C02_015M","S2801_C01_016E","S2801_C01_016M","S2801_C02_016E","S2801_C02_016M","S2801_C01_017E","S2801_C01_017M","S2801_C02_017E","S2801_C02_017M","S2801_C01_018E","S2801_C01_018M","S2801_C02_018E","S2801_C02_018M","S2801_C01_019E","S2801_C01_019M","S2801_C02_019E","S2801_C02_019M","S2801_C01_020E","S2801_C01_020M","S2801_C02_020E","S2801_C02_020M","S2801_C01_021E","S2801_C01_021M","S2801_C02_021E","S2801_C02_021M","S2801_C01_022E","S2801_C01_022M","S2801_C02_022E","S2801_C02_022M","S2801_C01_023E","S2801_C01_023M","S2801_C02_023E","S2801_C02_023M","S2801_C01_024E","S2801_C01_024M","S2801_C02_024E","S2801_C02_024M","S2801_C01_025E","S2801_C01_025M","S2801_C02_025E","S2801_C02_025M","S2801_C01_026E","S2801_C01_026M","S2801_C02_026E","S2801_C02_026M","S2801_C01_027E","S2801_C01_027M","S2801_C02_027E","S2801_C02_027M","S2801_C01_028E","S2801_C01_028M","S2801_C02_028E","S2801_C02_028M","S2801_C01_029E","S2801_C01_029M","S2801_C02_029E","S2801_C02_029M","S2801_C01_030E","S2801_C01_030M","S2801_C02_030E","S2801_C02_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_031E","S2801_C02_031M"
"0500000US45003","Aiken County, South Carolina","68609","1761","(X)","(X)","61741","2254","90.0","2.2","48013","2543","70.0","3.4","2974","960","4.3","1.4","56754","2340","82.7","2.6","9572","1933","14.0","2.8","38601","2372","56.3","3.0","712","422","1.0","0.6","967","478","1.4","0.7","0","214","0.0","0.3","6868","1538","10.0","2.2","56970","2258","83.0","2.5","278","243","0.4","0.4","56692","2260","82.6","2.6","52879","2547","77.1","3.2","12048","1896","17.6","2.7","42536","2313","62.0","3.0","4309","1052","6.3","1.5","11639","1777","17.0","2.5","12676","2182","(X)","(X)","144","174","1.1","1.4","7717","1635","60.9","7.6","4815","1274","38.0","7.4","33033","2209","(X)","(X)","64","113","0.2","0.3","26971","2153","81.6","3.8","5998","1338","18.2","3.8","22900","2190","(X)","(X)","70","118","0.3","0.5","22004","2125","96.1","1.9","826","428","3.6","1.8"
"0500000US48213","Henderson County, Texas","30843","1659","(X)","(X)","26604","1846","86.3","4.1","19440","1780","63.0","5.3","1287","504","4.2","1.7","24285","1854","78.7","4.2","4891","1277","15.9","4.0","14954","1771","48.5","5.5","218","153","0.7","0.5","316","210","1.0","0.7","12","21","0.0","0.1","4239","1288","13.7","4.1","24744","1775","80.2","4.3","0","228","0.0","0.7","24744","1775","80.2","4.3","22115","1872","71.7","4.9","6201","1373","20.1","4.1","16459","1655","53.4","5.2","5933","1302","19.2","4.1","6099","1393","19.8","4.3","7114","1420","(X)","(X)","0","228","0.0","3.0","4217","1294","59.3","12.0","2897","945","40.7","12.0","15240","1817","(X)","(X)","0","228","0.0","1.4","12220","1766","80.2","6.9","3020","1118","19.8","6.9","8489","1134","(X)","(X)","0","228","0.0","2.5","8307","1149","97.9","1.7","182","143","2.1","1.7"
"0500000US49035","Salt Lake County, Utah","381831","2681","(X)","(X)","367385","3285","96.2","0.5","329542","5091","86.3","1.1","11534","1774","3.0","0.5","346894","4218","90.9","0.8","23303","2950","6.1","0.8","269560","5631","70.6","1.3","1568","654","0.4","0.2","11331","1496","3.0","0.4","46","77","0.0","0.1","14446","1759","3.8","0.5","347334","3973","91.0","0.8","1059","386","0.3","0.1","346275","4006","90.7","0.8","310505","4743","81.3","1.1","39883","3704","10.4","1.0","293947","5338","77.0","1.2","29635","2904","7.8","0.7","34497","2865","9.0","0.8","34487","3038","(X)","(X)","344","250","1.0","0.7","24336","2634","70.6","3.6","9807","1393","28.4","3.6","159067","4852","(X)","(X)","489","265","0.3","0.2","140537","5292","88.4","1.4","18041","2103","11.3","1.4","188277","4796","(X)","(X)","226","189","0.1","0.1","181402","4785","96.3","0.8","6649","1423","3.5","0.7"
"0500000US51177","Spotsylvania County, Virginia","45223","1001","(X)","(X)","43649","1082","96.5","1.3","38968","1337","86.2","2.2","1847","478","4.1","1.1","39889","1302","88.2","2.0","2159","684","4.8","1.5","33858","1538","74.9","3.2","493","292","1.1","0.6","1379","434","3.0","1.0","0","206","0.0","0.4","1574","592","3.5","1.3","41531","1175","91.8","1.7","138","121","0.3","0.3","41393","1212","91.5","1.8","35386","1689","78.2","3.2","3251","704","7.2","1.5","35792","1251","79.1","2.4","2839","752","6.3","1.6","3692","788","8.2","1.7","3491","876","(X)","(X)","29","47","0.8","1.3","2442","829","70.0","13.8","1020","515","29.2","13.8","15156","1431","(X)","(X)","63","80","0.4","0.5","13210","1444","87.2","3.6","1883","539","12.4","3.6","26576","1623","(X)","(X)","46","78","0.2","0.3","25741","1665","96.9","1.7","789","423","3.0","1.6"
"0500000US01051","Elmore County, Alabama","30155","1094","(X)","(X)","26120","1194","86.6","2.8","21528","1274","71.4","3.8","599","356","2.0","1.2","24958","1336","82.8","3.3","2809","994","9.3","3.2","19449","1376","64.5","4.3","313","281","1.0","0.9","717","420","2.4","1.4","0","201","0.0","0.6","4035","874","13.4","2.8","24772","1297","82.1","3.7","41","68","0.1","0.2","24731","1302","82.0","3.7","20312","1585","67.4","4.7","2983","804","9.9","2.6","20463","1332","67.9","4.0","2201","695","7.3","2.3","5383","1158","17.9","3.7","5082","1096","(X)","(X)","0","201","0.0","3.2","2908","781","57.2","9.8","2174","697","42.8","9.8","13576","1650","(X)","(X)","41","68","0.3","0.5","11261","1486","82.9","6.4","2274","943","16.8","6.4","11497","1412","(X)","(X)","0","201","0.0","1.4","10562","1360","91.9","4.6","935","557","8.1","4.6"
"0500000US01115","St. Clair County, Alabama","30765","1596","(X)","(X)","27064","1950","88.0","3.8","22292","1965","72.5","5.0","2325","1050","7.6","3.5","23331","2000","75.8","4.7","1724","771","5.6","2.5","19586","2167","63.7","5.7","358","319","1.2","1.0","408","386","1.3","1.3","0","201","0.0","0.5","3701","1149","12.0","3.8","25750","2053","83.7","4.4","170","209","0.6","0.7","25580","2032","83.1","4.4","22522","1972","73.2","4.7","2808","809","9.1","2.6","21299","1917","69.2","4.5","2313","959","7.5","3.1","5015","1327","16.3","4.4","4466","1270","(X)","(X)","79","136","1.8","3.2","2200","941","49.3","15.4","2187","937","49.0","15.6","15652","1773","(X)","(X)","91","160","0.6","1.0","12880","1922","82.3","6.6","2681","1025","17.1","6.7","10647","1535","(X)","(X)","0","201","0.0","1.6","10500","1533","98.6","1.5","147","165","1.4","1.5"
"0500000US05131","Sebastian County, Arkansas","51739","1476","(X)","(X)","47160","1826","91.1","2.1","33589","1921","64.9","3.2","1477","491","2.9","0.9","44020","2013","85.1","2.5","8071","1637","15.6","3.0","29780","2189","57.6","4.1","829","575","1.6","1.1","1282","754","2.5","1.5","0","201","0.0","0.3","4579","1093","8.9","2.1","41627","2200","80.5","3.1","166","173","0.3","0.3","41461","2209","80.1","3.1","38245","2208","73.9","3.2","7454","1278","14.4","2.4","31633","2140","61.1","3.5","3909","1066","7.6","2.0","10112","1549","19.5","3.1","9298","1615","(X)","(X)","0","201","0.0","1.8","6350","1448","68.3","8.4","2948","856","31.7","8.4","27318","2246","(X)","(X)","166","173","0.6","0.6","21300","2214","78.0","5.0","5852","1406","21.4","4.9","15123","1710","(X)","(X)","0","201","0.0","1.1","13811","1675","91.3","4.7","1312","735","8.7","4.7"
"0500000US06055","Napa County, California","47315","1405","(X)","(X)","44730","1525","94.5","1.6","40103","1747","84.8","2.7","2256","758","4.8","1.6","40794","1759","86.2","2.3","2238","762","4.7","1.6","31541","1784","66.7","3.3","373","254","0.8","0.5","1381","561","2.9","1.2","0","211","0.0","0.4","2585","767","5.5","1.6","43488","1676","91.9","1.8","105","123","0.2","0.3","43383","1679","91.7","1.8","39180","1738","82.8","2.3","3706","745","7.8","1.6","37477","1688","79.2","2.2","4149","761","8.8","1.6","3827","846","8.1","1.8","3917","808","(X)","(X)","0","211","0.0","4.6","3082","682","78.7","12.5","835","551","21.3","12.5","16662","1435","(X)","(X)","105","123","0.6","0.7","14146","1589","84.9","4.5","2411","727","14.5","4.4","26736","1586","(X)","(X)","0","211","0.0","0.7","26155","1603","97.8","1.1","581","283","2.2","1.1"
"0500000US08059","Jefferson County, Colorado","233272","1980","(X)","(X)","219964","2614","94.3","0.8","200737","3127","86.1","1.2","9050","1386","3.9","0.6","203333","3345","87.2","1.1","10773","1945","4.6","0.8","155436","4700","66.6","2.0","1732","834","0.7","0.4","5416","856","2.3","0.4","161","204","0.1","0.1","13308","1887","5.7","0.8","213676","3023","91.6","1.0","717","342","0.3","0.1","212959","3022","91.3","1.0","195236","3635","83.7","1.3","17216","1995","7.4","0.8","189463","3411","81.2","1.3","15073","1416","6.5","0.6","19596","2237","8.4","1.0","20896","2206","(X)","(X)","112","146","0.5","0.7","14065","1955","67.3","5.6","6719","1366","32.2","5.7","81144","3576","(X)","(X)","378","260","0.5","0.3","70516","3629","86.9","2.0","10250","1592","12.6","1.9","131232","3774","(X)","(X)","227","171","0.2","0.1","128378","3741","97.8","0.5","2627","628","2.0","0.5"
"0500000US12001","Alachua County, Florida","97782","2912","(X)","(X)","93407","2896","95.5","1.2","84307","2960","86.2","2.0","2718","690","2.8","0.7","87999","3034","90.0","1.7","5777","1332","5.9","1.3","60006","3660","61.4","3.2","1047","537","1.1","0.6","2285","735","2.3","0.8","0","229","0.0","0.2","4375","1189","4.5","1.2","84985","3213","86.9","2.0","139","156","0.1","0.2","84846","3236","86.8","2.0","78981","3082","80.8","2.1","5597","1254","5.7","1.3","75438","3189","77.1","2.4","6287","1411","6.4","1.5","12797","1997","13.1","2.0","21959","2380","(X)","(X)","0","229","0.0","1.0","16055","2306","73.1","5.2","5904","1154","26.9","5.2","41839","2866","(X)","(X)","55","67","0.1","0.2","35659","2721","85.2","3.2","6125","1455","14.6","3.2","33984","2599","(X)","(X)","84","141","0.2","0.4","33132","2571","97.5","1.2","768","393","2.3","1.1"
"0500000US12069","Lake County, Florida","136366","3542","(X)","(X)","127494","3874","93.5","1.3","109000","3947","79.9","2.2","7544","1240","5.5","0.9","114094","4306","83.7","1.8","10139","2050","7.4","1.5","92529","4346","67.9","2.7","1751","803","1.3","0.6","2623","785","1.9","0.6","0","229","0.0","0.2","8872","1731","6.5","1.3","121929","3882","89.4","1.6","278","219","0.2","0.2","121651","3867","89.2","1.6","108384","4157","79.5","1.9","18019","2466","13.2","1.7","98444","3659","72.2","2.3","9672","1717","7.1","1.3","14437","2157","10.6","1.6","20160","2335","(X)","(X)","39","65","0.2","0.3","15066","2092","74.7","5.2","5055","1167","25.1","5.2","70334","4061","(X)","(X)","239","208","0.3","0.3","62083","3963","88.3","2.4","8012","1742","11.4","2.4","45872","3073","(X)","(X)","0","229","0.0","0.5","44502","3083","97.0","1.5","1370","676","3.0","1.5"
"0500000US12127","Volusia County, Florida","218423","4087","(X)","(X)","204073","4126","93.4","0.9","170798","3824","78.2","1.3","13454","1650","6.2","0.8","183317","4511","83.9","1.2","21564","2417","9.9","1.1","126888","4349","58.1","1.7","2501","774","1.1","0.4","4252","949","1.9","0.4","123","120","0.1","0.1","14350","1946","6.6","0.9","179992","3997","82.4","1.3","448","395","0.2","0.2","179544","4057","82.2","1.3","147217","3843","67.4","1.5","41533","3738","19.0","1.7","123296","4152","56.4","1.7","11257","1484","5.2","0.7","38431","2994","17.6","1.3","34627","2970","(X)","(X)","34","58","0.1","0.2","22262","2675","64.3","4.9","12331","1907","35.6","4.9","115852","4485","(X)","(X)","276","322","0.2","0.3","94097","3945","81.2","2.1","21479","2671","18.5","2.0","67944","4361","(X)","(X)","138","197","0.2","0.3","63185","3861","93.0","1.7","4621","1247","6.8","1.7"
"0500000US17119","Madison County, Illinois","108977","2233","(X)","(X)","99224","2515","91.1","1.5","84137","2646","77.2","2.2","6470","1414","5.9","1.3","88599","2862","81.3","2.0","8190","1732","7.5","1.6","68900","3052","63.2","2.6","1085","617","1.0","0.6","2706","736","2.5","0.7","144","168","0.1","0.2","9753","1629","8.9","1.5","94909","2695","87.1","1.7","283","228","0.3","0.2","94626","2751","86.8","1.7","81229","2988","74.5","2.3","9584","1449","8.8","1.3","78546","2815","72.1","2.0","10208","1646","9.4","1.5","14068","1847","12.9","1.7","16828","2302","(X)","(X)","17","28","0.1","0.2","11504","2049","68.4","6.6","5307","1231","31.5","6.6","50235","2806","(X)","(X)","173","186","0.3","0.4","42739","2830","85.1","2.4","7323","1174","14.6","2.3","41914","2194","(X)","(X)","93","123","0.2","0.3","40383","2202","96.3","1.7","1438","689","3.4","1.6"
"0500000US18105","Monroe County, Indiana","57102","1586","(X)","(X)","53973","1620","94.5","1.3","48841","1919","85.5","2.5","1800","612","3.2","1.1","50386","1701","88.2","1.8","2633","955","4.6","1.7","37402","2035","65.5","3.2","637","363","1.1","0.6","859","466","1.5","0.8","0","198","0.0","0.3","3129","754","5.5","1.3","50408","1770","88.3","2.1","0","198","0.0","0.3","50408","1770","88.3","2.1","45898","2050","80.4","2.6","3244","845","5.7","1.5","46056","1939","80.7","2.6","2833","768","5.0","1.3","6694","1210","11.7","2.1","12292","1757","(X)","(X)","0","198","0.0","1.3","9885","1661","80.4","6.4","2407","843","19.6","6.4","26824","2459","(X)","(X)","0","198","0.0","0.6","23300","2285","86.9","2.7","3524","779","13.1","2.7","17986","1818","(X)","(X)","0","198","0.0","0.9","17223","1865","95.8","2.3","763","407","4.2","2.3"
"0500000US19169","Story County, Iowa","37290","1491","(X)","(X)","35715","1558","95.8","1.7","31810","1956","85.3","3.7","1438","432","3.9","1.2","33699","1580","90.4","1.8","2677","1198","7.2","3.2","23748","1761","63.7","4.3","176","157","0.5","0.4","662","403","1.8","1.1","0","163","0.0","0.3","1575","623","4.2","1.7","29163","1792","78.2","4.3","143","106","0.4","0.3","29020","1783","77.8","4.3","26697","1752","71.6","4.2","3432","892","9.2","2.4","24513","1795","65.7","4.5","2166","676","5.8","1.8","8127","1713","21.8","4.3","7645","1326","(X)","(X)","8","13","0.1","0.2","4707","1022","61.6","14.1","2930","1358","38.3","14.1","16820","1832","(X)","(X)","95","91","0.6","0.5","12239","1578","72.8","5.6","4486","1096","26.7","5.6","12825","1170","(X)","(X)","40","54","0.3","0.4","12074","1207","94.1","3.6","711","450","5.5","3.5"
"0500000US34027","Morris County, New Jersey","181738","2277","(X)","(X)","172181","2781","94.7","0.8","162311","3104","89.3","1.2","8168","1285","4.5","0.7","158178","3102","87.0","1.1","4808","1265","2.6","0.7","132918","3498","73.1","1.5","1635","707","0.9","0.4","5006","1048","2.8","0.6","0","210","0.0","0.1","9557","1455","5.3","0.8","168446","2908","92.7","1.0","283","200","0.2","0.1","168163","2907","92.5","1.0","154151","2880","84.8","1.1","11485","1479","6.3","0.8","154691","2957","85.1","1.2","4987","1037","2.7","0.6","13292","1771","7.3","1.0","11427","1668","(X)","(X)","0","210","0.0","1.6","7457","1470","65.3","7.9","3970","1018","34.7","7.9","47075","2885","(X)","(X)","43","76","0.1","0.2","41601","2877","88.4","2.4","5431","1169","11.5","2.4","123236","3399","(X)","(X)","240","205","0.2","0.2","119105","3493","96.6","0.9","3891","1066","3.2","0.9"
"0500000US36065","Oneida County, New York","88871","1761","(X)","(X)","79346","2128","89.3","1.7","68169","2201","76.7","2.2","4171","900","4.7","1.0","68827","2292","77.4","2.0","5516","1134","6.2","1.2","58150","2052","65.4","2.0","2326","670","2.6","0.7","1636","454","1.8","0.5","0","201","0.0","0.2","9525","1519","10.7","1.7","75669","2110","85.1","1.8","196","130","0.2","0.1","75473","2093","84.9","1.8","65915","2021","74.2","1.8","9669","1709","10.9","1.9","63567","2445","71.5","2.5","3272","691","3.7","0.8","13202","1653","14.9","1.8","15706","1862","(X)","(X)","71","86","0.5","0.5","10673","1717","68.0","6.5","4962","1136","31.6","6.6","42479","2366","(X)","(X)","61","61","0.1","0.1","35644","2320","83.9","2.4","6774","1041","15.9","2.4","30686","1873","(X)","(X)","64","75","0.2","0.2","29156","1817","95.0","2.3","1466","730","4.8","2.3"
"0500000US36075","Oswego County, New York","46270","1427","(X)","(X)","41390","1724","89.5","2.3","35395","1713","76.5","2.7","2831","633","6.1","1.4","35251","1700","76.2","2.6","2842","619","6.1","1.3","30191","1776","65.2","3.2","852","386","1.8","0.8","623","301","1.3","0.7","0","201","0.0","0.4","4880","1076","10.5","2.3","39845","1651","86.1","2.3","458","258","1.0","0.6","39387","1591","85.1","2.2","33954","1598","73.4","2.6","4541","951","9.8","2.0","33350","1838","72.1","3.2","1948","462","4.2","1.0","6425","1049","13.9","2.3","8403","1307","(X)","(X)","52","88","0.6","1.0","5618","1017","66.9","7.9","2733","842","32.5","8.0","20908","1565","(X)","(X)","323","198","1.5","0.9","17654","1517","84.4","3.4","2931","701","14.0","3.2","16959","1202","(X)","(X)","83","138","0.5","0.8","16115","1212","95.0","3.1","761","510","4.5","3.0"
"0500000US37147","Pitt County, North Carolina","69288","2143","(X)","(X)","62255","2350","89.8","1.7","52237","2466","75.4","2.5","2071","852","3.0","1.2","58404","2482","84.3","2.0","6173","1413","8.9","2.0","40605","2930","58.6","3.7","632","333","0.9","0.5","444","239","0.6","0.3","0","210","0.0","0.3","7033","1151","10.2","1.7","57484","2501","83.0","2.6","0","210","0.0","0.3","57484","2501","83.0","2.6","53353","2741","77.0","2.9","15845","2112","22.9","2.9","39552","2115","57.1","2.8","3690","1118","5.3","1.6","11804","1861","17.0","2.6","16768","2119","(X)","(X)","0","210","0.0","1.1","11747","2019","70.1","6.9","5021","1231","29.9","6.9","33620","2898","(X)","(X)","0","210","0.0","0.5","27531","2711","81.9","4.1","6089","1511","18.1","4.1","18900","2213","(X)","(X)","0","210","0.0","1.0","18206","2137","96.3","1.7","694","347","3.7","1.7"
"0500000US39101","Marion County, Ohio","24205","1039","(X)","(X)","21948","1172","90.7","2.6","16105","1391","66.5","4.9","1265","556","5.2","2.3","19463","1266","80.4","3.7","3461","918","14.3","3.8","13415","1337","55.4","5.0","193","153","0.8","0.6","506","325","2.1","1.4","121","200","0.5","0.8","2257","637","9.3","2.6","19732","1252","81.5","3.8","7","11","0.0","0.1","19725","1249","81.5","3.8","17755","1271","73.4","4.2","4376","1061","18.1","4.3","14807","1516","61.2","5.7","1049","391","4.3","1.6","4473","936","18.5","3.8","5794","1119","(X)","(X)","0","195","0.0","2.7","3756","836","64.8","9.9","2038","741","35.2","9.9","12422","1481","(X)","(X)","7","11","0.1","0.1","10234","1392","82.4","5.6","2181","745","17.6","5.6","5989","1000","(X)","(X)","0","195","0.0","2.6","5735","969","95.8","2.9","254","179","4.2","2.9"
"0500000US39173","Wood County, Ohio","50694","1077","(X)","(X)","47790","1406","94.3","1.6","41352","1759","81.6","2.8","2542","726","5.0","1.4","43442","1622","85.7","2.3","3219","920","6.3","1.8","33812","1733","66.7","2.9","482","274","1.0","0.5","570","288","1.1","0.6","0","195","0.0","0.3","2904","816","5.7","1.6","43564","1535","85.9","2.3","168","119","0.3","0.2","43396","1521","85.6","2.3","38566","1790","76.1","2.8","5349","1203","10.6","2.4","34489","1672","68.0","3.0","5170","1198","10.2","2.3","7130","1184","14.1","2.3","6717","1071","(X)","(X)","13","21","0.2","0.3","4758","959","70.8","8.7","1946","659","29.0","8.7","22103","1605","(X)","(X)","62","78","0.3","0.4","18423","1510","83.4","3.4","3618","804","16.4","3.4","21874","1656","(X)","(X)","93","98","0.4","0.4","20215","1412","92.4","3.9","1566","873","7.2","3.8"
"0500000US41071","Yamhill County, Oregon","37235","860","(X)","(X)","34198","1218","91.8","2.5","30714","1346","82.5","3.1","2138","686","5.7","1.8","30324","1251","81.4","2.6","863","365","2.3","1.0","25112","1664","67.4","4.2","377","220","1.0","0.6","1072","537","2.9","1.4","0","207","0.0","0.5","3037","934","8.2","2.5","31400","1324","84.3","2.9","185","163","0.5","0.4","31215","1334","83.8","2.9","28362","1403","76.2","3.1","3118","887","8.4","2.4","24616","1532","66.1","3.7","3940","1001","10.6","2.7","5835","1065","15.7","2.9","5846","1164","(X)","(X)","73","127","1.2","2.1","3815","951","65.3","9.9","1958","672","33.5","9.5","15547","1661","(X)","(X)","60","97","0.4","0.6","12751","1547","82.0","5.4","2736","914","17.6","5.4","15842","1713","(X)","(X)","52","72","0.3","0.4","14649","1461","92.5","3.8","1141","655","7.2","3.8"
"0500000US42011","Berks County, Pennsylvania","157006","1788","(X)","(X)","140835","2153","89.7","1.2","116958","2372","74.5","1.5","8395","1374","5.3","0.9","125895","2342","80.2","1.4","13401","1898","8.5","1.2","93271","3426","59.4","2.1","2199","854","1.4","0.5","4753","1170","3.0","0.7","151","154","0.1","0.1","16171","1903","10.3","1.2","130768","2365","83.3","1.3","808","415","0.5","0.3","129960","2428","82.8","1.4","114366","2301","72.8","1.4","16168","1901","10.3","1.2","109617","2869","69.8","1.7","6470","1009","4.1","0.6","26238","2107","16.7","1.3","19841","2115","(X)","(X)","62","90","0.3","0.5","12227","1699","61.6","5.7","7552","1419","38.1","5.7","71477","2891","(X)","(X)","659","384","0.9","0.5","55779","2868","78.0","2.1","15039","1438","21.0","1.9","65688","2683","(X)","(X)","87","90","0.1","0.1","61954","2612","94.3","1.5","3647","1011","5.6","1.5"
"0500000US47155","Sevier County, Tennessee","36861","1955","(X)","(X)","33051","2032","89.7","2.8","25427","2076","69.0","4.2","1473","707","4.0","1.8","29813","1797","80.9","3.2","3417","1077","9.3","2.9","22527","1880","61.1","4.2","1083","633","2.9","1.7","614","377","1.7","1.0","0","211","0.0","0.5","3810","1050","10.3","2.8","30337","2090","82.3","3.7","91","156","0.2","0.4","30246","2054","82.1","3.7","26788","1983","72.7","4.0","5889","1234","16.0","3.2","21792","1782","59.1","4.0","3740","1075","10.1","2.8","6524","1411","17.7","3.7","6299","1226","(X)","(X)","91","156","1.4","2.4","3557","944","56.5","11.0","2651","894","42.1","11.2","20639","1997","(X)","(X)","0","211","0.0","0.9","17416","1923","84.4","4.6","3223","1008","15.6","4.6","9923","1466","(X)","(X)","0","211","0.0","1.8","9273","1431","93.4","4.0","650","405","6.6","4.0"
"0500000US48099","Coryell County, Texas","21491","1410","(X)","(X)","19416","1476","90.3","3.7","15998","1658","74.4","5.2","1288","546","6.0","2.5","17487","1530","81.4","4.4","1950","704","9.1","3.4","12369","1384","57.6","4.9","79","91","0.4","0.4","229","198","1.1","0.9","6","12","0.0","0.1","2075","800","9.7","3.7","18277","1456","85.0","4.3","22","33","0.1","0.2","18255","1460","84.9","4.3","15051","1642","70.0","6.2","3476","978","16.2","4.5","13238","1505","61.6","5.6","2366","599","11.0","2.8","3214","954","15.0","4.3","3520","916","(X)","(X)","14","29","0.4","0.8","2216","773","63.0","13.8","1290","573","36.6","13.8","11912","1347","(X)","(X)","8","17","0.1","0.1","10050","1222","84.4","6.0","1854","778","15.6","6.0","6059","980","(X)","(X)","0","228","0.0","3.5","5989","974","98.8","1.3","70","78","1.2","1.3"
"0500000US48367","Parker County, Texas","46238","1403","(X)","(X)","43889","1690","94.9","1.9","37789","1898","81.7","3.3","875","501","1.9","1.1","42025","1782","90.9","2.6","4126","1191","8.9","2.5","30435","1967","65.8","3.8","264","271","0.6","0.6","970","512","2.1","1.1","0","228","0.0","0.5","2349","891","5.1","1.9","39566","1829","85.6","3.3","0","228","0.0","0.5","39566","1829","85.6","3.3","37077","1855","80.2","3.5","4683","940","10.1","2.1","27392","2168","59.2","4.2","9409","1070","20.3","2.3","6672","1542","14.4","3.3","4180","1064","(X)","(X)","0","228","0.0","5.0","1909","657","45.7","13.4","2271","885","54.3","13.4","19399","1725","(X)","(X)","0","228","0.0","1.1","15849","1686","81.7","5.2","3550","1070","18.3","5.2","22659","1653","(X)","(X)","0","228","0.0","0.9","21808","1623","96.2","2.5","851","569","3.8","2.5"
"0500000US51121","Montgomery County, Virginia","34585","1619","(X)","(X)","31920","1903","92.3","2.5","26700","1947","77.2","4.0","723","414","2.1","1.2","30090","1936","87.0","3.1","2688","1085","7.8","3.1","23170","2276","67.0","5.0","189","225","0.5","0.7","267","275","0.8","0.8","0","206","0.0","0.5","2665","842","7.7","2.5","30431","1905","88.0","2.9","0","206","0.0","0.5","30431","1905","88.0","2.9","26220","1964","75.8","4.1","3397","971","9.8","2.9","24848","2007","71.8","3.9","2780","898","8.0","2.6","4154","995","12.0","2.9","8543","1257","(X)","(X)","0","206","0.0","2.0","6652","1179","77.9","8.1","1891","736","22.1","8.1","15112","1620","(X)","(X)","0","206","0.0","1.1","13251","1622","87.7","4.8","1861","752","12.3","4.8","10930","1416","(X)","(X)","0","206","0.0","1.6","10528","1429","96.3","3.2","402","355","3.7","3.2"
"0500000US53029","Island County, Washington","34572","1556","(X)","(X)","32839","1570","95.0","2.0","30601","1613","88.5","3.1","1679","469","4.9","1.4","29926","1740","86.6","2.7","1214","608","3.5","1.7","24502","1560","70.9","3.7","104","120","0.3","0.3","865","400","2.5","1.2","0","204","0.0","0.5","1733","686","5.0","2.0","31778","1578","91.9","2.4","308","270","0.9","0.8","31470","1613","91.0","2.5","28041","1564","81.1","3.0","2546","858","7.4","2.4","27166","1573","78.6","3.5","2761","768","8.0","2.1","2794","838","8.1","2.4","3757","754","(X)","(X)","64","110","1.7","2.8","3115","728","82.9","9.4","578","347","15.4","8.9","16046","1736","(X)","(X)","168","213","1.0","1.3","14046","1626","87.5","4.4","1832","724","11.4","4.3","14769","1393","(X)","(X)","76","89","0.5","0.6","14309","1373","96.9","2.1","384","294","2.6","1.9"
"0500000US55027","Dodge County, Wisconsin","35221","877","(X)","(X)","31602","890","89.7","1.8","26427","1113","75.0","2.9","1800","437","5.1","1.3","28396","964","80.6","2.0","3092","816","8.8","2.3","21209","1258","60.2","3.5","257","175","0.7","0.5","796","310","2.3","0.9","0","151","0.0","0.3","3619","654","10.3","1.8","30252","887","85.9","1.9","127","108","0.4","0.3","30125","900","85.5","1.9","27432","930","77.9","2.0","4453","658","12.6","1.9","23420","1077","66.5","2.5","3031","518","8.6","1.5","4969","712","14.1","1.9","4308","775","(X)","(X)","0","151","0.0","2.2","2320","692","53.9","11.5","1988","564","46.1","11.5","16333","1270","(X)","(X)","127","108","0.8","0.7","13795","1192","84.5","3.1","2411","507","14.8","2.9","14580","950","(X)","(X)","0","151","0.0","0.6","14010","983","96.1","1.6","570","232","3.9","1.6"
